track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
4VginDwYTP2eaHJzO0QMjG,Circles,Post Malone,49,75n7rjlC1fxezRtoMQmtL5,Circles,2019-08-30,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.704,0.758,0,-3.537,1,0.0402,0.233,0.00144,0.0924,0.534,120.003,214907
18AJRdgUoO9EYn11N7xzaT,Habits (Stay High),Tove Lo,69,5Z5O36p7BivXzkucc0PAfw,Queen Of The Clouds,2014-09-24,ElectroPop,0cuHKz65ZPqBX1brG8djlg,pop,electropop,0.733,0.65,5,-3.539,1,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,209160
4XB0xu7PoC5rj8YpHzvo3y,4U,Aero Chord,0,3xfiMdm5NQMvy1omaOKQ8v,4U,2015-08-03,Epic Bass Drops,49EXQVXh5k1t8SOhmUeyU7,edm,big room,0.583,0.985,1,-1.826,1,0.0425,0.0264,0.366,0.489,0.494,108.004,244444
0ZQRaf4WBQhWREQjlE4WwC,Waffenfreiezone,Nate57,0,64VsIu85V2KSpzT0DIj7wX,Stress aufm Kiez,2010-06-25,Gangster Rap Deutsch,1qXg9ck25tBRxeXsj8mbDG,rap,gangster rap,0.734,0.914,11,-5.473,1,0.0953,0.485,0.0,0.311,0.719,97.981,259307
7cyeGclH71MayOuQ7qtLFl,BIG,Young M.A,76,1F1JJHhqMo5DETJkesqGpG,Herstory in the Making,2019-09-27,A1 Hip-Hop,37i9dQZF1DX0sDai2F5jCQ,rap,hip hop,0.86,0.507,0,-5.776,0,0.369,0.0408,6.15e-06,0.14,0.15,85.005,225920
0Rsfm3UqHkNzKsb6L0Yz3Y,Esagono (feat. Salmo),Gemitaiz,67,7rdX1715VhDFVwTVbFLcXM,Scatola Nera,2019-09-19,Zona Trap,37i9dQZF1DWXU2naFUn37x,rap,trap,0.827,0.738,8,-6.403,0,0.207,0.0978,0.0,0.0257,0.718,137.956,186427
2TmoOuYeG3A6gXVfV9I8la,Voltage,NWYR,38,5VR57JXxBzRE9eUXBGCZQ3,Voltage,2017-06-12,BIG-ROOM NEVER DIES !,4QtO2XySphMOJt7pX0yaVi,edm,big room,0.302,0.893,7,-4.226,0,0.103,0.000915,0.461,0.512,0.191,131.941,183182
4JNM2zoeMTg9WyMsu9N15R,El Destino,Natalia Jiménez,54,6nCfvMK4IZvjZGiVXyoZ0f,El Destino,2019-08-09,Exitos 2020 - Latin Billboard,0k2IDDkcVyIpIgE6d1woDM,latin,latin pop,0.535,0.523,1,-5.924,1,0.0262,0.0913,1.15e-05,0.781,0.63,91.031,290267
030ER2jrXIu5oD5R51v7in,No Sleep,Blasterjaxx,38,1aea6aplDBpLT4jDO3InZv,No Sleep,2016-12-30,BIG-ROOM NEVER DIES !,4QtO2XySphMOJt7pX0yaVi,edm,big room,0.624,0.967,7,-3.721,1,0.0543,0.00393,0.592,0.532,0.317,130.047,175430
56bezpis8hmuC1MxaVEMH7,Puoi leggerlo solo di sera,Modà,51,55wIbqSc0gliPV7mlvrvlY,Testa o croce,2019-10-04,Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020),6kVFIQBhLT4003iw2WWEv1,r&b,hip pop,0.5,0.516,2,-7.104,1,0.0314,0.0933,0.0,0.111,0.112,127.823,254933
19Cgt2V8PbgyJ4tmTASgic,Ready When You Are,Mathilda Homer,40,48UnAKcbSXjhZ4qIBeH2Ve,Sunny Like You,2019-02-27,I Love My Neo-Soul,37i9dQZF1DX44dZ4p5QLf4,r&b,neo soul,0.777,0.533,8,-8.237,1,0.158,0.644,0.0,0.0894,0.455,89.976,178502
1hIBofedbfeZS8V3RN1By3,You're Everything,Sunny Hawkins,4,4WYHvx8g261pDOFlF6uJ6s,More of You,2007,Gospel Neo Soul,2wP2UAYC4Nqb6oUXkMJlAz,r&b,neo soul,0.741,0.31,6,-8.705,0,0.213,0.686,0.0,0.224,0.582,80.991,264093
08IIDDeGMsbKnkSHTVX9Cj,All Day All Night,Bobby Brown,25,44w4sVYJVQzhH2dN3IwyIK,Don't Be Cruel,1988-01-01,New Jack Swing/ R&B Hits: 1987 - 2002,4sji14lrB5bgcr51lPALYH,r&b,new jack swing,0.732,0.54,0,-10.415,1,0.125,0.0892,0.0,0.0445,0.799,165.44,280293
0DWQYGNx63qrkYOLVX8FQB,My Oh My,starRo,0,47cSC3ITKT2PJ6p23DcbWS,Monday,2016-10-12,Groovy // Funky // Neo-Soul,0JmBB9HfrzDiZoPVRdv8ns,r&b,neo soul,0.663,0.5,9,-8.016,0,0.0405,0.115,0.00228,0.0927,0.247,120.044,212741
0N3vopQgoNjJerO6u4Le43,Television,The Academic,24,1FpIi2NcYiXBGJcXhAzJQc,Tales from the Backseat,2018-01-12,permanent wave,3uFyGoayrP71xS6T6Y8Bh2,rock,permanent wave,0.565,0.797,11,-4.424,1,0.0281,0.00132,0.00161,0.083,0.626,106.999,214764
7L605WhF5EGf34ggj87yK6,You And Me,Lifehouse,19,3wJfFDP79V0vuGaAasTIz6,Lifehouse,2005-01-01,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,0.461,0.446,7,-7.703,1,0.0267,0.1,0.0,0.169,0.375,139.868,195493
0TQ7pNiDB5ACrhntyotWNq,Piece Of My Love,Guy,0,48WHFlK379Bh4ifuYpHA4T,The Very Best Of Guy,2002-01-01,New Jack Swing/ R&B Hits: 1987 - 2002,4sji14lrB5bgcr51lPALYH,r&b,new jack swing,0.686,0.566,6,-8.305,1,0.0802,0.15,0.0,0.0922,0.782,150.332,317800
59X5b4uyBI594WAs7bGZBm,Klk Cupido,Mickey Then,31,6ycTgsVxyefeOAf9sxPzI2,Klk Cupido,2018-10-19,Trap Luv,37i9dQZF1DWTLxOkM7PwUb,rap,trap,0.691,0.561,4,-7.982,0,0.095,0.531,0.036,0.123,0.182,124.988,248040
7HdHOGbA7uyepn1jbPKqOx,Roads,Vargas & Lagola,66,3ltAYQxLWZzfUmMPKMZeMr,Roads,2018-02-09,Pop Warmup 130 BPM,37i9dQZF1DX3PIAZMcbo2T,pop,dance pop,0.527,0.806,2,-5.639,0,0.0323,0.000598,0.0,0.358,0.534,131.882,234680
0fUeXvuwXDKRNqvrxveHWF,Travelin' Man,Albert King,1,01SDKB7wiuxAQJ51wPV8Aj,Stax Classics,2017-05-19,Blues Rock,56dbowk1V5ycS5jW7DSvi5,rock,classic rock,0.671,0.758,7,-6.999,1,0.126,0.206,0.00754,0.0408,0.868,102.17,173373
6xpCGpxVoE47e2nyAIAZFn,All Systems Down,Andrew Rayel,31,6WX1YX8555ngXB5zlCJnBh,All Systems Down,2016-08-11,Big Room House | Festival Bangers,5Bx5niVgi3qGQQw06C0RKq,edm,big room,0.403,0.951,7,-2.651,1,0.267,0.0242,1.82e-05,0.067,0.0988,127.478,212350
1xHTjdSnCexJodWcWZr0bk,In Our Hands,Green Lake Project,37,2ESTXobIkKjue50zmU96aI,In Our Hands,2019-12-13,Techno House 2020 👽 Best Collection 👻 Top DJ’s Electronic Music - Deep House - Trance - Tech House - Dance - Electro Pop,3QEYvCsVXZj8KuzE0bDmcI,edm,electro house,0.725,0.669,11,-8.895,1,0.0576,0.0628,0.887,0.105,0.189,121.995,381902
1p5GFCHCm5u8t2tvhDqQ7Z,Danger,The Flirts,48,7lKUtUKMcH19R5Yzk8Orw1,Greatest Hits,1982-01-01,80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds),1oReEujyWpQv2OX68BVPPA,latin,latin hip hop,0.757,0.505,4,-10.934,0,0.0358,0.00552,0.0182,0.13,0.693,128.979,371267
4zsvG9puhnFUrm5grqLYii,X Gon' Give It To Ya,DMX,2,0PHv2dssekAR5Asoj33Lbn,The Definition of X: Pick Of The Litter (Explicit Version),2007-06-16,Gangster Rap | 100 % Gangster,2e0d7otcM1oyecfi3zZPWk,rap,gangster rap,0.761,0.899,10,-3.09,0,0.183,0.0135,0.0,0.0719,0.673,95.027,217587
7uCOtDi9a8dyrkcfjZrQy1,What a Life,MFnMelo,54,7Im6UGvXIEfk5QhHEUwTYM,What a Life,2019-11-18,Alternative Hip Hop,37i9dQZF1DWTggY0yqBxES,rap,hip hop,0.679,0.408,0,-11.837,0,0.175,0.865,0.000851,0.0894,0.844,150.918,203620
0l3spI1eHvv7iyMRSeOgJZ,Camara Roll,Leebrian,48,5lRjiTA5kam32wS1cIFRYx,Camara Roll,2019-01-22,Trap Land,37i9dQZF1DXde9tuMHuIsj,rap,trap,0.845,0.636,0,-6.772,0,0.0523,0.391,0.0,0.123,0.862,125.962,233584
4r5VaK6H1bq0cTGPMTN97Z,Miss You Much,Janet Jackson,49,4OD3LU6001esAtFshDX46M,Rhythm Nation 1814,1989-09-19,New Jack Swing,4nX6BscFtR1CozSCfv2cuR,r&b,new jack swing,0.702,0.975,6,-7.968,0,0.0396,0.0305,0.000134,0.165,0.646,115.185,252333
3rPM2HGZFQxdRghP6LCJ9w,Must Do Something About It - 1993 Digital Remaster,Wings,35,3apNXvKHfKCWsg7N3ege4c,Wings At The Speed Of Sound,1976-03-25,Soft Rock Drive,37i9dQZF1DX6TIU4D13lOY,rock,classic rock,0.815,0.359,5,-16.95,0,0.0442,0.363,0.000123,0.0742,0.645,101.248,221707
3iuDZuKpdLI8aQlqDslRDm,"Do It When I'm In It (feat. Jermaine Dupri, Ozuna & Slim Jxmmi)",Snoop Dogg,50,4Q5d9redCwaa0G8EruQ5Ra,"Do It When I'm In It (feat. Jermaine Dupri, Ozuna & Slim Jxmmi)",2019-08-14,Hip-Hop Mixtape,37i9dQZF1DWVdgXTbYm2r0,rap,hip hop,0.837,0.66,4,-5.961,0,0.0866,0.0159,2.21e-05,0.115,0.55,94.203,233849
2vDfGmj1miRaaTD25N31bR,Tennessee Dreamin,Upchurch,40,65D0e2y6frdZYJ2kOLYR9U,King of Dixie,2017-10-18,Southern soul & hip hop,4xJULuV0P5PLcMe3xP8Pgj,rap,southern hip hop,0.68,0.695,6,-8.138,0,0.0415,0.479,0.0,0.431,0.347,140.067,157024
69dXVFCMiz3SL1L7M24NdX,bad vibes forever,XXXTENTACION,78,1f8a8aLfreWLK8lH7t74ws,bad vibes forever,2019-11-22,Sad Trap,7kzKtw5vug3IIxKfLadi8A,rap,trap,0.799,0.526,8,-5.153,1,0.0717,0.334,0.00174,0.0571,0.746,129.875,150475
24aMOBYVHE58Y33RIwkT0L,Like I Did,Shane Harper,45,3l7iY2BGSpAiRPHWycedlq,Like I Did,2016-05-27,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.588,0.793,1,-4.301,1,0.0414,0.0159,0.0,0.0801,0.466,97.977,191087
2455Sj0F7wa9vhjK5BXtn5,I'm Going All The Way,Sounds Of Blackness,7,5D2hajLVNohk42ktAONgqA,Africa To America: The Journey Of The Drum,1994-01-01,90's NEW JACK SWING,0dmInkymNnOTWvEFamSNzb,r&b,new jack swing,0.679,0.883,9,-5.847,1,0.103,0.00648,0.00716,0.0687,0.594,102.687,225373
1GwdUrz7DujSedNxnzVfqI,Beautiful Life,Ace of Base,4,3BSPr0MAvO0iTCkxPs1vIA,Singles of the 90s,1999-01-03,90s Dance Hits,50cXvxgMGrvoUeLhkzCyIO,pop,dance pop,0.741,0.953,0,-6.969,0,0.0333,0.202,0.00684,0.0954,0.735,135.002,219307
4F3J8TtDGK8wQNk6ggMObb,Te Quiero Amar - Remix,Pasabordo,0,0jvBmzxqfd8KXhCnv4Bd75,Te Quiero Amar (Remix),2013-04-30,Latin Pop antiguo,4BmnnqWEQAamNoVjtjrQJP,latin,latin pop,0.744,0.952,4,-2.406,1,0.0487,0.28,0.0,0.351,0.964,117.999,217444
0DvqAXyoA7zRB8wgH0DjRO,Ji-Eun's Sunset,City Girl,61,3M1CEjZiljxpfxoHFHoqNP,Neon Impasse,2018-07-02,Sunny Beats,37i9dQZF1DXbtuVQL4zoey,latin,tropical,0.931,0.517,4,-8.476,1,0.105,0.0923,0.821,0.114,0.171,118.021,168814
12apfmq09hXSx6yEJSn9rE,Coqueta,Said P.,43,6DTFoCswJTBfwoX7ZMObQc,Coqueta,2019-10-11,Exitos 2020 - Latin Billboard,0k2IDDkcVyIpIgE6d1woDM,latin,latin pop,0.714,0.728,8,-5.972,1,0.185,0.0758,0.0,0.181,0.778,169.945,162613
0ZHWMKoCSsrIWKOaTyDvke,A Generation of the lost,Frozen Plasma,0,5ucPrnXC2WFZIs6HVG5wxp,Artificial,2006,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,53CmFroG6MWR5reOOXJX6B,pop,electropop,0.591,0.866,8,-6.011,1,0.0314,0.00751,0.27,0.104,0.56,135.001,335933
3JleotllRQS4U3mtnU1bcm,Hero (feat. David Shane),QUIX,43,4v5hfgvkPmnZK9Q1oCxWfH,Illusions EP,2018-11-09,Trap Mojito,37i9dQZF1DX1OIMC8iDi74,rap,trap,0.766,0.839,1,-5.123,1,0.041,0.0049,0.0108,0.114,0.113,124.992,232275
6CZyezhfB1LTc3m4bS9VfD,Big Me - Live,Foo Fighters,1,0nn3RvXC6hjzvSwoBMixg7,Skin And Bones,2006-11-07,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,0.382,0.483,0,-7.257,1,0.0289,0.587,0.0,0.985,0.346,107.343,181827
6RVjP7h1rNXhGjqHnVbChf,Bad for Me,Catlea,41,1f5bZ7RuRy1Za43ldNAwrW,Bad for Me,2019-11-15,SINULOG Festival 2020,0COM4nZqdXC3sMjVdcaU7V,edm,big room,0.516,0.668,6,-7.461,1,0.0334,0.000901,3.95e-05,0.254,0.351,161.972,189310
5YAISSnKcPrBT5W4zOwfPv,Midnight Drivn,Luscious-235,7,7Hy17ZjQ7bG6iSe3WShzgU,End.Game.,2019-01-01,Electropop And Play,7p30DzTAgW6OhspSXHTI88,pop,electropop,0.665,0.6,11,-7.396,0,0.0344,0.0103,0.455,0.0928,0.595,102.002,247920
58FUwmyGUqkt53YPUcm7cJ,Knock You Down,Keri Hilson,65,4FdIO8yB9bNtcWlRcStXvZ,In A Perfect World...,2009-01-01,The Sound of Urban Contemporary,07zF8MjQPsiYUXiAIGZ5TA,r&b,urban contemporary,0.588,0.877,8,-4.78,1,0.16,0.00952,0.0,0.171,0.645,155.165,326187
3Wb4T8OJg4obJNBMUYgfPm,Blind Heart - Radio Edit,CAZZETTE,2,7ga1udMTCW1AwyUOoh9qXS,Blind Heart (Radio Edit),2014-10-21,Vocal House,5PCAWKfUWAUj8VeY8G7xRQ,edm,progressive electro house,0.722,0.827,1,-6.501,0,0.0659,0.0844,9.14e-05,0.0654,0.346,121.896,197954
2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,AC/DC,83,10v912xgTZbjAtYfyKWJCS,Highway to Hell,1979-07-27,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",3Ho3iO0iJykgEQNbjB2sic,rock,hard rock,0.573,0.913,6,-4.793,0,0.132,0.0591,0.00173,0.156,0.422,115.715,208400
5vDE4tylnFfvXFksEfO98U,Orange Juice (feat. Youkii),Henri Purnell,46,71nefcDnnKgvaXbmo0EDYR,Orange Juice (feat. Youkii),2019-09-27,Tropical House 2020,2oivDYqm1dQK4KbwVJTaf6,latin,tropical,0.79,0.766,7,-4.496,1,0.0523,0.301,2.17e-06,0.116,0.52,115.122,171453
5qVUca7SlFqCoo4sP3AyOx,Concentração,1Kilo,48,12uPzf8HfUdPxYLI5P0QN2,Concentração,2019-07-12,Brisa Pop,37i9dQZF1DX2vsux22VuNL,r&b,hip pop,0.594,0.751,4,-5.452,0,0.253,0.204,0.0,0.0921,0.526,89.331,213484
0ZmQwyyJNR4nLPwhotSopI,P.D.A. (We Just Don't Care),John Legend,5,4t9j6j34evvYo5DothS2c2,Once Again,2006-12-19,Soul Coffee (The Best Neo-Soul Mixtape ever),16iNEskDatG5KbDV16F6LR,r&b,neo soul,0.796,0.729,11,-6.94,1,0.0488,0.082,0.0,0.302,0.578,111.496,278760
5FDCDBFDKpf7TLzDx6r2Lp,Big Boy Diamonds (feat. Kodak Black & London on Da Track),Gucci Mane,75,6hopdoEE79EsQ6mjjBUbFU,Woptober II,2019-10-18,The Sound of Southern Hip Hop,18jT9NMRZifv6cMtK2jWD4,rap,southern hip hop,0.883,0.635,0,-6.284,0,0.299,0.0307,0.0,0.114,0.542,129.042,151482
5PQmSHzWnlgG4EBuIqjac2,If I Ruled the World (Imagine That) (feat. Lauryn Hill),Nas,68,78Fgb88MY0ECc4GVMejqTg,It Was Written,1996-07-02,Oldschool Gangsta Rap 👑,0t9TeyXE2mWe70JT3YwSoH,rap,gangster rap,0.879,0.564,10,-7.682,0,0.247,0.0474,9.43e-06,0.0519,0.523,93.908,282373
0VYQK5I08homNvX8SRS37R,Heroes (we could be),Alesso,10,2RE7Fq5gQ7K78MDwVBkkZ4,Heroes (we could be),2014-09-15,big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO,2oalsaFUockoPf1DU3wrL8,edm,big room,0.516,0.749,5,-4.091,1,0.0692,0.031,0.0,0.205,0.356,125.92,209867
1XFHbzTikXks9CsMq4v8Q3,Not So Bad (feat. Emie),Yves V,66,3MWQeRDPrBYvDLYIpILm9I,Not So Bad (feat. Emie),2020-01-03,EDM House & Dance,5CTzufLc0f6MufjKYrIaoO,edm,pop edm,0.74,0.674,11,-4.374,1,0.0476,0.00903,0.238,0.154,0.231,126.017,153697
4paAidoE8VAemwU4jgCc6l,all my friends,21 Savage,72,007DWn799UWvfY1wwZeENR,i am > i was,2018-12-21,Trap Americana,7tkgK1tm9hYkWp7EFyOcAr,rap,trap,0.713,0.62,0,-4.513,1,0.0422,0.171,1.16e-06,0.118,0.206,130.09,211785
3RIDe85YSYGGoJ0daSzfhD,Yo Quiero Fumar (I Wanna Get High) - Spanish Edit,Cypress Hill,50,7u6yoSRjIBM2EI52DJLMkZ,Los Grandes Éxitos En Español,1999-10-07,HIP-HOP: Latin Rap ['89-present],5fWgI0IJ1el5NB1sZ0Egsx,latin,latin hip hop,0.499,0.582,11,-12.411,1,0.196,0.0232,0.0324,0.0755,0.431,81.916,166760
7hi2T35u4em3FUtakLNb0V,Sweet Victory,R-Mean,43,5Sxjn8NXj0kcsGFdeXzL9b,Sweet Victory,2019-11-29,Gangsta Rap/90's Hip-Hop,39IFMVQdRNdb7kVfyTvHjM,rap,gangster rap,0.502,0.736,9,-8.48,1,0.385,0.00617,0.0,0.158,0.393,178.22,151000
4Fqm5rqB0WMx0hPOwgRjFr,Dreams (Will Come Alive),2 Brothers On The 4th Floor,61,3us11hQQJX1JXSIOz98bGG,Dreams,1994,90s Dance Hits,50cXvxgMGrvoUeLhkzCyIO,pop,dance pop,0.701,0.979,7,-4.861,0,0.048,0.00328,0.308,0.416,0.612,134.013,263163
4gaz3uvhKgO078XcdzyPsl,Money To Blow - Street Version,Birdman,56,0ryXDRrtDUzddIDVcBwtXW,Pricele$$,2009-01-01,Hip-Hop Drive,37i9dQZF1DWUFmyho2wkQU,rap,hip hop,0.708,0.578,6,-8.686,1,0.0631,0.0095,0.0,0.353,0.696,133.03,258587
2i1CnSeLjppv41BTuc7qhY,Frail State Of Mind,The 1975,69,1KAWoDpnecuSNHijVTrWxn,Frail State Of Mind,2019-10-24,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.566,0.676,9,-6.498,1,0.0383,0.0147,0.00672,0.0733,0.0492,127.973,234812
2YC6ET3q1F29B0V7UcPV70,Break Stuff,Limp Bizkit,59,50na3UenOpUOS1uuWXM0AY,Greatest Hitz,2005-01-01,Hard Rock Workout,3YouF0u7waJnolytf9JCXf,rock,hard rock,0.427,0.908,8,-5.399,1,0.165,0.00325,6.12e-05,0.0475,0.617,108.681,166653
5lIat5pyge2yKkV20FlgQ7,Little Do You Know,Campsite Dream,55,5do9Fx2lflBZzxgup2xbTQ,Little Do You Know,2017-05-05,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.698,0.757,0,-5.82,1,0.0447,0.0831,0.0,0.195,0.349,95.031,168681
7qfwcqfGOkQYtzjF4UzJHM,Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,59,4i9yM8JoAgeh6ekZjk08U1,Shot Me Down (feat. Skylar Grey),2014-01-27,Gym (Melbourne Bounce/Progressive House),5BqOZpVEqRDfZScvW1QUyA,edm,progressive electro house,0.347,0.772,5,-4.359,0,0.0549,0.0597,0.0333,0.115,0.035,192.118,191412
02itaCXOdC54J0ISjqqFAp,All Around The World (La La La),R3HAB,80,0Y59j5oCvwTM2aNyPb6YpJ,All Around The World (La La La),2019-04-05,EDM House & Dance,5CTzufLc0f6MufjKYrIaoO,edm,pop edm,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,147840
0GuLonchqLiGK1zzcrp2ye,Ella Es Mi Fiesta - Remix,Carlos Vives,57,4P7zK6is5Avakf5mhwy851,Ella Es Mi Fiesta (Remix),2015-02-24,MIX LATIN POP°,6IS6XTdbS9qJZgfjNKgpB8,latin,latin pop,0.594,0.939,1,-3.384,0,0.137,0.0543,0.0,0.222,0.569,125.028,191160
0GDlfD2tm6pejevucQT8IN,Nothing changes: everything is different,H.1,11,6qAbqDzGTa2XtUU69gPgrm,Nothing changes: everything is different,2019-01-01,Lush Lofi,37i9dQZF1DXc8kgYqQLMfH,rap,hip hop,0.573,0.177,3,-18.774,0,0.347,0.922,0.6,0.108,0.312,130.187,169796
3fRIuTih8bzc0vtY9fHhvF,Talento De Televisión,Willie Colón,69,44rPp1bnN1eL9ld3QE1t9c,Mis Favoritas,2010-06-07,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,0.779,0.796,2,-6.675,1,0.0434,0.701,3.99e-05,0.0636,0.938,104.947,279320
0b0PKXI9y0kTwLhxhIsl50,Callin My Names,Chino Grande,35,33aym3vpjSH9oIonCacXSB,Wicked Minds Presents: Gangster By Blood,2005-08-02,Chicano Rap,3o3xRXWMtBMezk0E3wmtGI,latin,latin hip hop,0.768,0.787,11,-4.466,0,0.147,0.0618,0.0,0.105,0.526,84.021,303693
6TnxdnJcZIwCWiCHq5Qds0,Wish You Well (with Sigala),Sigala,5,1vlHG5JJCSsWBuA5vPTY7Q,Get To Know,2019-09-27,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.67,0.89,5,-3.785,0,0.0576,0.122,0.0,0.333,0.568,124.967,206440
76lHIgJdHP8Yudv3fIr4ar,Мы не с центра,Chestnyi,23,5YtFaxACKnpHVNwfzQ3qvM,Трогаю небо,2019-12-21,RUSSIAN Gangster Rap,0Jw0HckkxCfIrOvpN081eV,rap,gangster rap,0.81,0.752,11,-6.951,0,0.118,0.0722,0.0,0.112,0.882,136.038,185332
3RmKpob8xzv1pzHEQrMJah,Let Me Blow Ya Mind,Eve,71,6ZWL1xSTEvqs5A6dBh8vZw,Scorpion,2001-01-01,90's Gangster Rap,1g3APxk2mLVNU2TuHCPli0,rap,gangster rap,0.908,0.557,8,-4.243,0,0.107,0.242,0.0,0.0709,0.897,90.032,230133
1416zt0Z35YVGt97dXMbxu,Right Next Door To Hell,Guns N' Roses,3,4L5pz06MVlsWaTEjSQPN8h,Use Your Illusion I,1991-01-01,This Is Guns N' Roses,37i9dQZF1DX74DnfGTwugU,rock,album rock,0.366,0.993,10,-4.465,0,0.169,0.0112,0.969,0.0708,0.147,100.748,182293
38IWXVnGBxNtBoQwE51qs4,You're Simply the Best,Carl Wave,28,7w4G8tRypjK4SKvBUXIHz2,Eighties Music School: 80's Rock & Post Disco Best Songs,2014-11-20,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,pop,electropop,0.589,0.83,0,-1.37,1,0.0263,0.392,0.0,0.0959,0.541,103.759,249240
4lz6RqxvstVbrUGrnKCXY6,Sunshine,Arnold Palmer,38,1FwBZx8GjDkZp05lJpQRsa,Sunshine,2019-10-04,Trance Party 2019 by FUTURE TRANCE,2yofeyPwe0ZNmJHTrGz2Qt,edm,big room,0.702,0.903,3,-2.186,0,0.0458,0.0545,0.697,0.0785,0.546,125.979,180956
5sUlaoVcLPk2Wr695jp6dd,Bartender (feat. Akon),T-Pain,54,1fXu5FuLGSpQdmG5SWJfXL,Epiphany,2007-06-01,urban contemporary,7en9i0JMyJlRFX4r4XrXXx,r&b,urban contemporary,0.832,0.391,8,-8.504,1,0.0629,0.0564,0.0,0.224,0.436,104.961,238800
3wWRbRa3OFIFRs4gNywkdd,Do You Miss Me Much - Wookie Remix,Craig David,30,4B0rji5C6OuSdublYV0jiN,Do You Miss Me Much (Wookie Remix),2019-09-13,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.786,0.899,11,-6.07,0,0.0751,0.000147,0.0987,0.11,0.951,130.997,262507
14FTOvR2Y5aZcDp5l5LCtB,Stone Cold Gentleman - Radio Version,Ralph Tresvant,0,6mnHfxU94M0vcWgt2aU2DY,Ralph Tresvant (Expanded),1990-11-27,New Jack City,6RLvj5OnEuPzI1P02KwnzK,r&b,new jack swing,0.798,0.747,7,-10.036,1,0.0443,0.00178,0.0,0.0742,0.693,105.518,331800
28fkptp3jDebDqBXAOjlG8,Amor De Feisbuk (Facebook),Danilo Parra,9,0vGLsbFEj5516YMwBZ94je,El Mejor Hombre Del Mundo,2014-10-20,Latin Pop antiguo,4BmnnqWEQAamNoVjtjrQJP,latin,latin pop,0.767,0.961,0,-4.437,1,0.0499,0.0718,1.21e-06,0.0628,0.967,110.026,188067
0wiBYsf6AMo2oIMIubtqOT,Platinum Plus,Big L,0,2GJNq4qI1bVUGheC2Qevfn,The Big Picture (Explicit Version),2000-08-01,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,0.627,0.64,10,-10.141,0,0.301,0.000894,0.0,0.0942,0.882,97.226,217733
1xhBXHxqnrbFvAzCNc8ZD2,Bang Bang,Jessie J,40,2ZeHAc9olOJ70wqPjHXhZE,Pitch Perfect 2 - Special Edition (Original Motion Picture Soundtrack),2015-05-12,2015 songs,6UJw1egIcZVfrBmcKs5uHH,edm,pop edm,0.706,0.695,0,-5.764,0,0.131,0.275,0.0,0.222,0.747,150.028,199053
2H8LPaY3NSjmOFMH2Rygnz,Running Out,Matoma,58,5vYA5O6P4ESBwV1gN1orpi,Running Out,2015-12-01,Chillout & Remixes 💜,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.601,0.682,10,-5.905,1,0.0338,0.0856,0.00384,0.132,0.17,94.999,211200
5qXFcR24uZ4u4cbhqX4D34,Пацанская,Oleg Kenzov,14,27CE2HaSMnXNLGHdanTka0,Пацанская,2019-02-05,RUSSIAN Gangster Rap,0Jw0HckkxCfIrOvpN081eV,rap,gangster rap,0.65,0.58,9,-7.779,0,0.278,0.41,0.0,0.118,0.412,171.985,227456
2lll6vULr73q49c5osOjal,Brother,Saul,54,33IMh58wEKJ3kxbiIBwClY,Brother,2019-01-23,Hard Rock Workout,5nOO372uzpOM5rB2bRWfkp,rock,hard rock,0.481,0.979,6,-3.383,1,0.0816,3.32e-05,0.00927,0.135,0.18,105.005,259813
